ORDER_ID,OPER_KEY,OPER_NO,STEP_KEY,TITLE,OPER_STATUS,ACTUAL_INQUEUE_DATE,ACTUAL_START_DATE,ACTUAL_END_DATE,LAST_ACTIVITY_TIME_STAMP,UPDT_USERID,ASGND_CENTER_ID,ASGND_DEPARTMENT_ID,ASGND_LOCATION_ID,COMPLETE_QTY,SCRAP_QTY
LOC1-ORDID-2,1,10,-1,oper 0010 title,CLOSE,03/09/2024 07:00:05,03/09/2024 13:07:53,05/09/2024 01:18:45,05/09/2024 01:18:45,jon717,CEN26,DEP11,LOC1,0,0
LOC1-ORDID-2,2,20,-1,oper 0020 title,CLOSE,05/09/2024 01:18:45,05/09/2024 03:15:55,05/09/2024 05:21:31,05/09/2024 05:21:31,dty165,CEN26,DEP11,LOC1,0,0
LOC1-ORDID-2,3,30,-1,oper 0030 title,ACTIVE,05/09/2024 05:21:31,05/09/2024 12:21:51,,05/09/2024 12:21:51,dty165,CEN26,DEP11,LOC1,0,0
LOC1-ORDID-2,4,40,-1,oper 0040 title,PENDING,,,,,dty165,CEN26,DEP11,LOC1,0,0
LOC1-ORDID-2,5,50,-1,oper 0050 title,PENDING,,,,,ste123,CEN27,DEP11,LOC1,0,0
LOC1-ORDID-2,6,60,-1,oper 0060 title,PENDING,,,,,ste123,CEN27,DEP11,LOC1,0,0
LOC1-ORDID-2,7,70,-1,oper 0070 title,PENDING,,,,,muh999,CEN28,DEP12,LOC1,0,0
LOC1-ORDID-2,8,80,-1,oper 0080 title,PENDING,,,,,muh999,CEN28,DEP12,LOC1,0,0
LOC1-ORDID-2,9,9999,-1,oper 9999 title,PENDING,,,,,jak637,CEN20,DEP13,LOC1,0,0
LOC1-ORDID-3,1,10,-1,oper 0010 title,CLOSE,27/08/2024 08:04:27,27/08/2024 19:44:33,28/08/2024 07:15:32,28/08/2024 07:15:32,kai871,CEN11,DEP1,LOC1,0,0
LOC1-ORDID-3,2,20,-1,oper 0020 title,CLOSE,28/08/2024 07:15:32,28/08/2024 09:11:52,29/08/2024 10:42:28,29/08/2024 10:42:28,kai871,CEN11,DEP1,LOC1,0,0
LOC1-ORDID-3,3,30,-1,oper 0030 title,CLOSE,29/08/2024 10:42:28,29/08/2024 16:54:50,29/08/2024 17:36:00,29/08/2024 17:36:00,jon717,CEN12,DEP1,LOC1,0,0
LOC1-ORDID-3,4,40,-1,oper 0040 title,CLOSE,29/08/2024 17:36:00,30/08/2024 06:26:22,30/08/2024 15:43:53,30/08/2024 15:43:53,jon717,CEN12,DEP1,LOC1,0,0
LOC1-ORDID-3,5,50,-1,oper 0050 title,IN QUEUE,30/08/2024 15:43:53,,,30/08/2024 15:43:53,jon717,CEN12,DEP1,LOC1,0,0
LOC1-ORDID-3,6,60,-1,oper 0060 title,PENDING,,,,,jak637,CEN12,DEP1,LOC1,0,0
LOC1-ORDID-3,7,70,-1,oper 0070 title,PENDING,,,,,jon717,CEN13,DEP4,LOC1,0,0
LOC1-ORDID-3,8,80,-1,oper 0080 title,PENDING,,,,,jon717,CEN13,DEP4,LOC1,0,0
LOC1-ORDID-3,9,9999,-1,oper 9999 title,PENDING,,,,,jon717,CEN14,DEP6,LOC1,0,0
LOC2-ORDID-1,1,10,-1,oper 0010 title,CLOSE,18/07/2024 03:25:01,18/07/2024 06:40:48,19/07/2024 17:44:42,19/07/2024 17:44:42,yut134,CTR11,DEPT6,LOC2,0,0
LOC2-ORDID-1,2,20,-1,oper 0020 title,CLOSE,18/07/2024 08:33:51,18/07/2024 16:06:39,20/07/2024 12:05:32,20/07/2024 12:05:32,ste123,CTR12,DEPT6,LOC2,0,0
LOC2-ORDID-1,3,30,-1,oper 0030 title,ACTIVE,19/07/2024 07:55:49,19/07/2024 14:46:57,,21/07/2024 00:59:12,ste123,CTR12,DEPT6,LOC2,0,0
LOC2-ORDID-1,4,40,-1,oper 0040 title,ACTIVE,19/07/2024 21:21:30,19/07/2024 23:49:36,,21/07/2024 20:05:55,far727,CTR14,DEPT7,LOC2,0,0
LOC2-ORDID-1,5,50,-1,oper 0050 title,ACTIVE,20/07/2024 09:06:27,20/07/2024 15:47:10,,22/07/2024 03:31:30,jak990,CTR13,DEPT7,LOC2,0,0
LOC2-ORDID-1,6,60,-1,oper 0060 title,ACTIVE,21/07/2024 10:33:38,21/07/2024 17:37:46,,22/07/2024 11:07:55,drj112,CTR13,DEPT7,LOC2,0,0
LOC2-ORDID-1,7,70,-1,oper 0070 title,ACTIVE,22/07/2024 11:07:55,22/07/2024 23:41:56,,23/07/2024 06:09:50,jak990,CTR13,DEPT7,LOC2,0,0
LOC2-ORDID-1,8,80,-1,oper 0080 title,ACTIVE,23/07/2024 06:09:50,23/07/2024 12:46:36,,25/07/2024 12:31:19,abd101,CTR16,DEPT7,LOC2,0,0
LOC2-ORDID-1,9,90,-1,oper 0090 title,ACTIVE,25/07/2024 12:31:19,25/07/2024 23:05:52,,26/07/2024 16:38:46,far727,CTR16,DEPT7,LOC2,0,0
LOC2-ORDID-1,10,100,-1,oper 0100 title,ACTIVE,26/07/2024 16:38:46,26/07/2024 19:39:53,,26/07/2024 20:07:08,kop234,CTR17,DEPT8,LOC2,0,0
LOC2-ORDID-1,11,110,-1,oper 0110 title,ACTIVE,26/07/2024 20:07:08,27/07/2024 03:15:39,,27/07/2024 21:23:16,ste123,CTR17,DEPT8,LOC2,0,0
LOC2-ORDID-1,12,9999,-1,oper 9999 title,ACTIVE,27/07/2024 21:23:16,28/07/2024 10:04:03,,28/07/2024 10:04:03,kop234,CTR18,DEPT9,LOC2,0,0
LOC1-ORDID-4,1,10,-1,oper 0010 title,CLOSE,19/02/2024 02:13:43,19/02/2024 11:42:31,19/02/2024 17:35:45,19/02/2024 17:35:45,jak637,CEN1,DEP1,LOC1,0,0
LOC1-ORDID-4,2,20,-1,oper 0020 title,CLOSE,19/02/2024 17:35:45,20/02/2024 02:43:35,20/02/2024 23:01:11,20/02/2024 23:01:11,syf337,CEN1,DEP1,LOC1,0,0
LOC1-ORDID-4,3,30,-1,oper 0030 title,CLOSE,20/02/2024 23:01:11,21/02/2024 09:15:26,22/02/2024 05:51:34,22/02/2024 05:51:34,syf337,CEN2,DEP1,LOC1,0,0
LOC1-ORDID-4,4,40,-1,oper 0040 title,CLOSE,22/02/2024 05:51:34,22/02/2024 07:21:13,23/02/2024 11:11:02,23/02/2024 11:11:02,syf337,CEN3,DEP2,LOC1,0,0
LOC1-ORDID-4,5,50,-1,oper 0050 title,CLOSE,23/02/2024 11:11:02,23/02/2024 12:28:34,24/02/2024 21:02:42,24/02/2024 21:02:42,syf337,CEN4,DEP2,LOC1,0,0
LOC1-ORDID-4,6,60,-1,oper 0060 title,CLOSE,24/02/2024 21:02:42,25/02/2024 02:25:36,25/02/2024 11:43:15,25/02/2024 11:43:15,alx178,CEN5,DEP3,LOC1,0,0
LOC1-ORDID-4,7,70,-1,oper 0070 title,CLOSE,25/02/2024 11:43:15,25/02/2024 14:57:09,26/02/2024 10:35:08,26/02/2024 10:35:08,ala901,CEN6,DEP5,LOC1,0,0
LOC1-ORDID-4,8,80,-1,oper 0080 title,CLOSE,26/02/2024 10:35:08,26/02/2024 22:57:56,28/02/2024 09:46:49,28/02/2024 09:46:49,ala901,CEN6,DEP5,LOC1,0,0
LOC1-ORDID-4,9,90,-1,oper 0090 title,CLOSE,28/02/2024 09:46:49,28/02/2024 15:11:28,28/02/2024 16:01:54,28/02/2024 16:01:54,ala901,CEN6,DEP5,LOC1,0,0
LOC1-ORDID-4,10,100,-1,oper 0100 title,CLOSE,28/02/2024 16:01:54,28/02/2024 18:45:35,29/02/2024 07:48:34,29/02/2024 07:48:34,fio787,CEN7,DEP5,LOC1,0,0
LOC1-ORDID-4,11,110,-1,oper 0110 title,CLOSE,29/02/2024 07:48:34,29/02/2024 16:53:04,01/03/2024 20:58:50,01/03/2024 20:58:50,sop888,CEN7,DEP5,LOC1,0,0
LOC1-ORDID-4,12,120,-1,oper 0120 title,CLOSE,01/03/2024 20:58:50,02/03/2024 01:18:43,03/03/2024 15:02:10,03/03/2024 15:02:10,jon717,CEN8,DEP5,LOC1,0,0
LOC1-ORDID-4,13,130,-1,oper 0130 title,ACTIVE,03/03/2024 15:02:10,04/03/2024 01:05:28,,04/03/2024 01:05:28,jak637,CEN10,DEP6,LOC1,0,0
LOC1-ORDID-4,14,9999,-1,oper 9999 title,PENDING,,,,,muh999,CEN14,DEP6,LOC1,0,0
LOC1-ORDID-5,1,10,-1,oper 0010 title,CLOSE,01/09/2024 01:28:29,01/09/2024 03:13:43,02/09/2024 07:03:39,02/09/2024 07:03:39,ste123,CEN21,DEP9,LOC1,0,0
LOC1-ORDID-5,2,20,-1,oper 0020 title,CLOSE,02/09/2024 07:03:39,02/09/2024 12:57:51,02/09/2024 22:48:36,02/09/2024 22:48:36,ste123,CEN21,DEP9,LOC1,0,0
LOC1-ORDID-5,3,30,-1,oper 0030 title,CLOSE,02/09/2024 22:48:36,03/09/2024 01:29:01,03/09/2024 05:19:11,03/09/2024 05:19:11,ste123,CEN21,DEP9,LOC1,0,0
LOC1-ORDID-5,4,40,-1,oper 0040 title,CLOSE,03/09/2024 05:19:11,03/09/2024 10:33:07,04/09/2024 19:24:43,04/09/2024 19:24:43,alx178,CEN23,DEP9,LOC1,0,0
LOC1-ORDID-5,5,50,-1,oper 0050 title,CLOSE,04/09/2024 19:24:43,05/09/2024 08:24:04,05/09/2024 14:05:22,05/09/2024 14:05:22,muh999,CEN22,DEP9,LOC1,0,0
LOC1-ORDID-5,6,60,-1,oper 0060 title,CLOSE,05/09/2024 14:05:22,05/09/2024 19:59:19,06/09/2024 14:27:47,06/09/2024 14:27:47,alx178,CEN23,DEP9,LOC1,0,0
LOC1-ORDID-5,7,70,-1,oper 0070 title,CLOSE,06/09/2024 14:27:47,06/09/2024 19:46:32,06/09/2024 21:53:58,06/09/2024 21:53:58,jak637,CEN24,DEP10,LOC1,0,0
LOC1-ORDID-5,8,80,-1,oper 0080 title,CLOSE,06/09/2024 21:53:58,07/09/2024 05:12:42,07/09/2024 08:41:43,07/09/2024 08:41:43,jak637,CEN24,DEP10,LOC1,0,0
LOC1-ORDID-5,9,90,-1,oper 0090 title,IN QUEUE,07/09/2024 08:41:43,,,07/09/2024 08:41:43,syf337,CEN25,DEP10,LOC1,0,0
LOC1-ORDID-5,10,9999,-1,oper 9999 title,PENDING,,,,,aya145,CEN20,DEP13,LOC1,0,0
LOC2-ORDID-2,1,10,-1,oper 0010 title,CLOSE,18/06/2024 01:13:26,18/06/2024 02:03:51,18/06/2024 14:49:16,18/06/2024 14:49:16,ste918,CTR9,DEPT6,LOC2,0,0
LOC2-ORDID-2,2,20,-1,oper 0020 title,CLOSE,18/06/2024 03:13:37,18/06/2024 10:12:55,19/06/2024 13:04:37,19/06/2024 13:04:37,abd101,CTR10,DEPT6,LOC2,0,0
LOC2-ORDID-2,3,30,-1,oper 0030 title,CLOSE,18/06/2024 12:14:54,18/06/2024 18:38:47,21/06/2024 12:53:50,21/06/2024 12:53:50,yut134,CTR10,DEPT6,LOC2,0,0
LOC2-ORDID-2,4,40,-1,oper 0040 title,CLOSE,19/06/2024 19:28:57,19/06/2024 19:58:53,22/06/2024 10:44:35,22/06/2024 10:44:35,drj112,CTR13,DEPT7,LOC2,0,0
LOC2-ORDID-2,5,50,-1,oper 0050 title,CLOSE,20/06/2024 01:36:18,20/06/2024 01:36:42,23/06/2024 04:27:10,23/06/2024 04:27:10,drj112,CTR13,DEPT7,LOC2,0,0
LOC2-ORDID-2,6,60,-1,oper 0060 title,CLOSE,20/06/2024 04:15:29,20/06/2024 12:05:33,24/06/2024 01:55:32,24/06/2024 01:55:32,jak990,CTR13,DEPT7,LOC2,0,0
LOC2-ORDID-2,7,70,-1,oper 0070 title,CLOSE,20/06/2024 18:50:55,21/06/2024 03:12:20,24/06/2024 13:27:15,24/06/2024 13:27:15,jak990,CTR13,DEPT7,LOC2,0,0
LOC2-ORDID-2,8,80,-1,oper 0080 title,ACTIVE,22/06/2024 02:30:15,24/06/2024 21:16:47,,25/06/2024 03:30:37,drj112,CTR13,DEPT7,LOC2,0,0
LOC2-ORDID-2,9,90,-1,oper 0090 title,ACTIVE,25/06/2024 03:30:37,25/06/2024 07:05:03,,25/06/2024 11:06:46,far727,CTR15,DEPT7,LOC2,0,0
LOC2-ORDID-2,10,100,-1,oper 0100 title,ACTIVE,25/06/2024 11:06:46,25/06/2024 13:29:43,,25/06/2024 15:28:26,far727,CTR15,DEPT7,LOC2,0,0
LOC2-ORDID-2,11,110,-1,oper 0110 title,ACTIVE,25/06/2024 15:28:26,25/06/2024 20:05:55,,26/06/2024 12:34:14,abd101,CTR16,DEPT7,LOC2,0,0
LOC2-ORDID-2,12,120,-1,oper 0120 title,ACTIVE,26/06/2024 12:34:14,,,26/06/2024 12:34:14,far727,CTR16,DEPT7,LOC2,0,0
LOC2-ORDID-2,13,130,-1,oper 0130 title,PENDING,,,,,ste123,CTR17,DEPT8,LOC2,0,0
LOC2-ORDID-2,14,140,-1,oper 0140 title,PENDING,,,,,kop234,CTR17,DEPT8,LOC2,0,0
LOC2-ORDID-2,15,9999,-1,oper 9999 title,PENDING,,,,,kop234,CTR18,DEPT9,LOC2,0,0
LOC1-ORDID-6,1,10,-1,oper 0010 title,CLOSE,15/02/2024 13:06:51,15/02/2024 20:29:51,15/02/2024 22:20:57,15/02/2024 22:20:57,syf337,CEN1,DEP1,LOC1,0,0
LOC1-ORDID-6,2,20,-1,oper 0020 title,CLOSE,15/02/2024 22:20:57,16/02/2024 04:46:37,16/02/2024 08:46:35,16/02/2024 08:46:35,syf337,CEN1,DEP1,LOC1,0,0
LOC1-ORDID-6,3,30,-1,oper 0030 title,CLOSE,16/02/2024 08:46:35,16/02/2024 15:11:07,17/02/2024 06:46:46,17/02/2024 06:46:46,syf337,CEN2,DEP1,LOC1,0,0
LOC1-ORDID-6,4,40,-1,oper 0040 title,CLOSE,17/02/2024 06:46:46,17/02/2024 15:14:46,18/02/2024 02:15:03,18/02/2024 02:15:03,jak637,CEN3,DEP2,LOC1,0,0
LOC1-ORDID-6,5,50,-1,oper 0050 title,CLOSE,18/02/2024 02:15:03,18/02/2024 08:27:01,19/02/2024 10:39:56,19/02/2024 10:39:56,syf337,CEN4,DEP2,LOC1,0,0
LOC1-ORDID-6,6,60,-1,oper 0060 title,ACTIVE,19/02/2024 10:39:56,19/02/2024 19:54:12,,19/02/2024 19:54:12,alx178,CEN5,DEP3,LOC1,0,0
LOC1-ORDID-6,7,70,-1,oper 0070 title,PENDING,,,,,ala901,CEN6,DEP5,LOC1,0,0
LOC1-ORDID-6,8,80,-1,oper 0080 title,PENDING,,,,,fio787,CEN7,DEP5,LOC1,0,0
LOC1-ORDID-6,9,90,-1,oper 0090 title,PENDING,,,,,sop888,CEN7,DEP5,LOC1,0,0
LOC1-ORDID-6,10,100,-1,oper 0100 title,PENDING,,,,,dty165,CEN8,DEP5,LOC1,0,0
LOC1-ORDID-6,11,110,-1,oper 0110 title,PENDING,,,,,jak637,CEN10,DEP6,LOC1,0,0
LOC1-ORDID-6,12,9999,-1,oper 9999 title,PENDING,,,,,muh999,CEN14,DEP6,LOC1,0,0
LOC1-ORDID-7,1,10,-1,oper 0010 title,CLOSE,11/08/2024 20:13:43,12/08/2024 02:05:10,12/08/2024 03:04:35,12/08/2024 03:04:35,jon717,CEN26,DEP11,LOC1,0,0
LOC1-ORDID-7,2,20,-1,oper 0020 title,CLOSE,12/08/2024 03:04:35,12/08/2024 03:47:12,12/08/2024 08:01:29,12/08/2024 08:01:29,jon717,CEN26,DEP11,LOC1,0,0
LOC1-ORDID-7,3,30,-1,oper 0030 title,CLOSE,12/08/2024 08:01:29,12/08/2024 09:13:49,12/08/2024 17:12:42,12/08/2024 17:12:42,dty165,CEN26,DEP11,LOC1,0,0
LOC1-ORDID-7,4,40,-1,oper 0040 title,CLOSE,12/08/2024 17:12:42,12/08/2024 18:53:04,12/08/2024 21:51:06,12/08/2024 21:51:06,jon717,CEN26,DEP11,LOC1,0,0
LOC1-ORDID-7,5,50,-1,oper 0050 title,CLOSE,12/08/2024 21:51:06,13/08/2024 02:01:38,13/08/2024 02:17:11,13/08/2024 02:17:11,muh999,CEN27,DEP11,LOC1,0,0
LOC1-ORDID-7,6,60,-1,oper 0060 title,CLOSE,13/08/2024 02:17:11,13/08/2024 04:46:27,14/08/2024 19:29:29,14/08/2024 19:29:29,muh999,CEN27,DEP11,LOC1,0,0
LOC1-ORDID-7,7,70,-1,oper 0070 title,IN QUEUE,14/08/2024 19:29:29,,,14/08/2024 19:29:29,muh999,CEN28,DEP12,LOC1,0,0
LOC1-ORDID-7,8,80,-1,oper 0080 title,PENDING,,,,,ste123,CEN28,DEP12,LOC1,0,0
LOC1-ORDID-7,9,9999,-1,oper 9999 title,PENDING,,,,,jak637,CEN20,DEP13,LOC1,0,0
LOC1-ORDID-8,1,10,-1,oper 0010 title,CLOSE,04/08/2024 17:44:01,05/08/2024 04:37:32,05/08/2024 15:44:43,05/08/2024 15:44:43,ste123,CEN21,DEP9,LOC1,0,0
LOC1-ORDID-8,2,20,-1,oper 0020 title,CLOSE,05/08/2024 15:44:43,05/08/2024 21:50:24,05/08/2024 22:11:35,05/08/2024 22:11:35,ste123,CEN21,DEP9,LOC1,0,0
LOC1-ORDID-8,3,30,-1,oper 0030 title,CLOSE,05/08/2024 22:11:35,06/08/2024 04:11:15,06/08/2024 19:47:53,06/08/2024 19:47:53,muh999,CEN21,DEP9,LOC1,0,0
LOC1-ORDID-8,4,40,-1,oper 0040 title,CLOSE,06/08/2024 19:47:53,07/08/2024 03:08:06,07/08/2024 20:33:17,07/08/2024 20:33:17,muh999,CEN22,DEP9,LOC1,0,0
LOC1-ORDID-8,5,50,-1,oper 0050 title,ACTIVE,07/08/2024 20:33:17,07/08/2024 22:48:24,,07/08/2024 22:48:24,alx178,CEN23,DEP9,LOC1,0,0
LOC1-ORDID-8,6,60,-1,oper 0060 title,PENDING,,,,,drj112,CEN23,DEP9,LOC1,0,0
LOC1-ORDID-8,7,70,-1,oper 0070 title,PENDING,,,,,jak637,CEN24,DEP10,LOC1,0,0
LOC1-ORDID-8,8,80,-1,oper 0080 title,PENDING,,,,,syf337,CEN25,DEP10,LOC1,0,0
LOC1-ORDID-8,9,9999,-1,oper 9999 title,PENDING,,,,,aya145,CEN20,DEP13,LOC1,0,0
LOC1-ORDID-9,1,10,-1,oper 0010 title,CLOSE,26/05/2024 21:47:49,27/05/2024 10:29:49,27/05/2024 12:12:56,27/05/2024 12:12:56,kai871,CEN11,DEP1,LOC1,0,0
LOC1-ORDID-9,2,20,-1,oper 0020 title,CLOSE,27/05/2024 12:12:56,27/05/2024 22:48:45,27/05/2024 23:28:58,27/05/2024 23:28:58,kai871,CEN11,DEP1,LOC1,0,0
LOC1-ORDID-9,3,30,-1,oper 0030 title,CLOSE,27/05/2024 23:28:58,28/05/2024 06:12:55,29/05/2024 00:46:04,29/05/2024 00:46:04,jak637,CEN12,DEP1,LOC1,0,0
LOC1-ORDID-9,4,40,-1,oper 0040 title,CLOSE,29/05/2024 00:46:04,29/05/2024 00:50:31,29/05/2024 23:56:57,29/05/2024 23:56:57,jak637,CEN12,DEP1,LOC1,0,0
LOC1-ORDID-9,5,50,-1,oper 0050 title,CLOSE,29/05/2024 23:56:57,30/05/2024 08:27:11,31/05/2024 20:55:25,31/05/2024 20:55:25,jon717,CEN12,DEP1,LOC1,0,0
LOC1-ORDID-9,6,60,-1,oper 0060 title,CLOSE,31/05/2024 20:55:25,01/06/2024 05:16:41,01/06/2024 15:11:28,01/06/2024 15:11:28,jon717,CEN12,DEP1,LOC1,0,0
LOC1-ORDID-9,7,70,-1,oper 0070 title,CLOSE,01/06/2024 15:11:28,02/06/2024 02:55:16,02/06/2024 17:05:40,02/06/2024 17:05:40,jon717,CEN13,DEP4,LOC1,0,0
LOC1-ORDID-9,8,80,-1,oper 0080 title,CLOSE,02/06/2024 17:05:40,03/06/2024 05:38:03,04/06/2024 05:18:18,04/06/2024 05:18:18,jon717,CEN13,DEP4,LOC1,0,0
LOC1-ORDID-9,9,90,-1,oper 0090 title,ACTIVE,04/06/2024 05:18:18,04/06/2024 12:24:10,,04/06/2024 12:24:10,dty165,CEN8,DEP5,LOC1,0,0
LOC1-ORDID-9,10,9999,-1,oper 9999 title,PENDING,,,,,muh999,CEN14,DEP6,LOC1,0,0
LOC1-ORDID-10,1,10,-1,oper 0010 title,CLOSE,18/07/2024 18:14:04,18/07/2024 20:46:47,19/07/2024 22:04:30,19/07/2024 22:04:30,jon717,CEN26,DEP11,LOC1,0,0
LOC1-ORDID-10,2,20,-1,oper 0020 title,CLOSE,19/07/2024 22:04:30,20/07/2024 10:38:42,20/07/2024 11:58:49,20/07/2024 11:58:49,jon717,CEN26,DEP11,LOC1,0,0
LOC1-ORDID-10,3,30,-1,oper 0030 title,CLOSE,20/07/2024 11:58:49,20/07/2024 15:02:53,20/07/2024 22:04:17,20/07/2024 22:04:17,jon717,CEN26,DEP11,LOC1,0,0
LOC1-ORDID-10,4,40,-1,oper 0040 title,CLOSE,20/07/2024 22:04:17,21/07/2024 07:48:04,21/07/2024 10:52:35,21/07/2024 10:52:35,dty165,CEN26,DEP11,LOC1,0,0
LOC1-ORDID-10,5,50,-1,oper 0050 title,CLOSE,21/07/2024 10:52:35,21/07/2024 18:46:01,21/07/2024 22:23:01,21/07/2024 22:23:01,muh999,CEN27,DEP11,LOC1,0,0
LOC1-ORDID-10,6,60,-1,oper 0060 title,CLOSE,21/07/2024 22:23:01,21/07/2024 23:10:11,22/07/2024 06:17:31,22/07/2024 06:17:31,muh999,CEN27,DEP11,LOC1,0,0
LOC1-ORDID-10,7,70,-1,oper 0070 title,ACTIVE,22/07/2024 06:17:31,22/07/2024 11:51:19,,22/07/2024 11:51:19,muh999,CEN28,DEP12,LOC1,0,0
LOC1-ORDID-10,8,80,-1,oper 0080 title,PENDING,,,,,muh999,CEN28,DEP12,LOC1,0,0
LOC1-ORDID-10,9,9999,-1,oper 9999 title,PENDING,,,,,jak637,CEN20,DEP13,LOC1,0,0
LOC2-ORDID-3,1,10,-1,oper 0070 title,CLOSE,25/06/2024 11:47:08,25/06/2024 11:51:44,25/06/2024 11:53:38,25/06/2024 11:53:38,far727,CTR1,DEPT1,LOC2,0,0
LOC2-ORDID-3,2,20,-1,oper 0080 title,CLOSE,25/06/2024 11:53:38,25/06/2024 17:42:17,26/06/2024 12:42:56,26/06/2024 12:42:56,far727,CTR1,DEPT1,LOC2,0,0
LOC2-ORDID-3,3,30,-1,oper 9999 title,CLOSE,26/06/2024 12:42:56,26/06/2024 23:37:46,27/06/2024 06:13:19,27/06/2024 06:13:19,fer124,CTR2,DEPT1,LOC2,0,0
LOC2-ORDID-3,4,40,-1,oper 0070 title,CLOSE,27/06/2024 06:13:19,27/06/2024 17:29:51,28/06/2024 10:31:13,28/06/2024 10:31:13,jak990,CTR3,DEPT2,LOC2,0,0
LOC2-ORDID-3,5,50,-1,oper 0080 title,CLOSE,28/06/2024 10:31:13,28/06/2024 11:56:46,29/06/2024 04:26:47,29/06/2024 04:26:47,jak990,CTR3,DEPT2,LOC2,0,0
LOC2-ORDID-3,6,60,-1,oper 9999 title,CLOSE,29/06/2024 04:26:47,29/06/2024 11:29:21,30/06/2024 11:06:41,30/06/2024 11:06:41,set112,CTR3,DEPT2,LOC2,0,0
LOC2-ORDID-3,7,70,-1,oper 0070 title,CLOSE,30/06/2024 11:06:41,30/06/2024 11:34:54,30/06/2024 21:41:04,30/06/2024 21:41:04,set112,CTR3,DEPT2,LOC2,0,0
LOC2-ORDID-3,8,80,-1,oper 0080 title,CLOSE,30/06/2024 21:41:04,01/07/2024 06:22:46,01/07/2024 11:38:37,01/07/2024 11:38:37,kop234,CTR4,DEPT2,LOC2,0,0
LOC2-ORDID-3,9,90,-1,oper 9999 title,CLOSE,01/07/2024 11:38:37,01/07/2024 15:47:18,02/07/2024 18:52:51,02/07/2024 18:52:51,ste918,CTR4,DEPT2,LOC2,0,0
LOC2-ORDID-3,10,100,-1,oper 0070 title,CLOSE,02/07/2024 18:52:51,02/07/2024 18:53:22,03/07/2024 23:00:37,03/07/2024 23:00:37,abd101,CTR5,DEPT3,LOC2,0,0
LOC2-ORDID-3,11,110,-1,oper 0080 title,CLOSE,03/07/2024 23:00:37,04/07/2024 08:10:35,04/07/2024 16:06:07,04/07/2024 16:06:07,abd101,CTR5,DEPT3,LOC2,0,0
LOC2-ORDID-3,12,120,-1,oper 9999 title,IN QUEUE,04/07/2024 16:06:07,,,04/07/2024 16:06:07,die764,CTR6,DEPT4,LOC2,0,0
LOC2-ORDID-3,13,9999,-1,oper 0070 title,PENDING,,,,,set112,CTR8,DEPT5,LOC2,0,0
LOC1-ORDID-11,1,10,-1,oper 0010 title,CLOSE,27/02/2024 08:24:05,27/02/2024 14:50:31,28/02/2024 06:19:55,28/02/2024 06:19:55,jak637,CEN1,DEP1,LOC1,0,0
