ORDER_ID,OPER_KEY,LOT_ID,SERIAL_ID,STEP_KEY,SERIAL_OPER_STATUS,ACTUAL_INQUEUE_DATE,ACTUAL_START_DATE,ACTUAL_END_DATE,LAST_ACTIVITY_TIME_STAMP
LOC1-ORDID-3,5,1-BAT-3,EUPAR6-SID-1,-1,IN QUEUE,30/08/2024 15:43:53,,,30/08/2024 15:43:53
LOC1-ORDID-3,6,1-BAT-3,EUPAR6-SID-1,-1,PENDING,,,,
LOC1-ORDID-3,7,1-BAT-3,EUPAR6-SID-1,-1,PENDING,,,,
LOC1-ORDID-3,8,1-BAT-3,EUPAR6-SID-1,-1,PENDING,,,,
LOC1-ORDID-3,9,1-BAT-3,EUPAR6-SID-1,-1,PENDING,,,,
LOC2-ORDID-1,1,2-BAT-1,MCPAR5-SID-1,-1,COMPLETE,18/07/2024 03:25:01,18/07/2024 13:39:39,19/07/2024 17:44:42,19/07/2024 17:44:42
LOC2-ORDID-1,2,2-BAT-1,MCPAR5-SID-1,-1,COMPLETE,19/07/2024 17:44:42,20/07/2024 03:43:25,20/07/2024 12:05:32,20/07/2024 12:05:32
LOC2-ORDID-1,3,2-BAT-1,MCPAR5-SID-1,-1,IN QUEUE,20/07/2024 12:05:32,,,20/07/2024 12:05:32
LOC2-ORDID-1,4,2-BAT-1,MCPAR5-SID-1,-1,PENDING,,,,
LOC2-ORDID-1,5,2-BAT-1,MCPAR5-SID-1,-1,PENDING,,,,
LOC2-ORDID-1,6,2-BAT-1,MCPAR5-SID-1,-1,PENDING,,,,
LOC2-ORDID-1,7,2-BAT-1,MCPAR5-SID-1,-1,PENDING,,,,
LOC2-ORDID-1,8,2-BAT-1,MCPAR5-SID-1,-1,PENDING,,,,
LOC2-ORDID-1,9,2-BAT-1,MCPAR5-SID-1,-1,PENDING,,,,
LOC2-ORDID-1,10,2-BAT-1,MCPAR5-SID-1,-1,PENDING,,,,
LOC2-ORDID-1,11,2-BAT-1,MCPAR5-SID-1,-1,PENDING,,,,
LOC2-ORDID-1,12,2-BAT-1,MCPAR5-SID-1,-1,PENDING,,,,
LOC2-ORDID-1,1,2-BAT-1,MCPAR5-SID-2,-1,COMPLETE,18/07/2024 03:25:01,18/07/2024 08:00:59,18/07/2024 08:33:51,18/07/2024 08:33:51
LOC2-ORDID-1,2,2-BAT-1,MCPAR5-SID-2,-1,COMPLETE,18/07/2024 08:33:51,18/07/2024 16:06:39,19/07/2024 17:27:56,19/07/2024 17:27:56
LOC2-ORDID-1,3,2-BAT-1,MCPAR5-SID-2,-1,COMPLETE,19/07/2024 17:27:56,20/07/2024 06:21:07,21/07/2024 00:59:12,21/07/2024 00:59:12
LOC2-ORDID-1,4,2-BAT-1,MCPAR5-SID-2,-1,COMPLETE,21/07/2024 00:59:12,21/07/2024 10:52:37,21/07/2024 20:05:55,21/07/2024 20:05:55
LOC2-ORDID-1,5,2-BAT-1,MCPAR5-SID-2,-1,COMPLETE,21/07/2024 20:05:55,22/07/2024 00:04:42,22/07/2024 03:31:30,22/07/2024 03:31:30
LOC2-ORDID-1,6,2-BAT-1,MCPAR5-SID-2,-1,IN QUEUE,22/07/2024 03:31:30,,,22/07/2024 03:31:30
LOC2-ORDID-1,7,2-BAT-1,MCPAR5-SID-2,-1,PENDING,,,,
LOC2-ORDID-1,8,2-BAT-1,MCPAR5-SID-2,-1,PENDING,,,,
LOC2-ORDID-1,9,2-BAT-1,MCPAR5-SID-2,-1,PENDING,,,,
LOC2-ORDID-1,10,2-BAT-1,MCPAR5-SID-2,-1,PENDING,,,,
LOC2-ORDID-1,11,2-BAT-1,MCPAR5-SID-2,-1,PENDING,,,,
LOC2-ORDID-1,12,2-BAT-1,MCPAR5-SID-2,-1,PENDING,,,,
LOC2-ORDID-1,1,2-BAT-1,MCPAR5-SID-3,-1,COMPLETE,18/07/2024 03:25:01,18/07/2024 14:32:35,18/07/2024 17:02:59,18/07/2024 17:02:59
LOC2-ORDID-1,2,2-BAT-1,MCPAR5-SID-3,-1,COMPLETE,18/07/2024 17:02:59,18/07/2024 21:59:54,19/07/2024 07:55:49,19/07/2024 07:55:49
LOC2-ORDID-1,3,2-BAT-1,MCPAR5-SID-3,-1,COMPLETE,19/07/2024 07:55:49,19/07/2024 14:46:57,20/07/2024 04:34:55,20/07/2024 04:34:55
LOC2-ORDID-1,4,2-BAT-1,MCPAR5-SID-3,-1,COMPLETE,20/07/2024 04:34:55,20/07/2024 05:13:07,20/07/2024 09:06:27,20/07/2024 09:06:27
LOC2-ORDID-1,5,2-BAT-1,MCPAR5-SID-3,-1,ACTIVE,20/07/2024 09:06:27,20/07/2024 15:47:10,,20/07/2024 15:47:10
LOC2-ORDID-1,6,2-BAT-1,MCPAR5-SID-3,-1,PENDING,,,,
LOC2-ORDID-1,7,2-BAT-1,MCPAR5-SID-3,-1,PENDING,,,,
LOC2-ORDID-1,8,2-BAT-1,MCPAR5-SID-3,-1,PENDING,,,,
LOC2-ORDID-1,9,2-BAT-1,MCPAR5-SID-3,-1,PENDING,,,,
LOC2-ORDID-1,10,2-BAT-1,MCPAR5-SID-3,-1,PENDING,,,,
LOC2-ORDID-1,11,2-BAT-1,MCPAR5-SID-3,-1,PENDING,,,,
LOC2-ORDID-1,12,2-BAT-1,MCPAR5-SID-3,-1,PENDING,,,,
LOC2-ORDID-1,1,2-BAT-1,MCPAR5-SID-4,-1,COMPLETE,18/07/2024 03:25:01,18/07/2024 06:40:48,18/07/2024 21:19:50,18/07/2024 21:19:50
LOC2-ORDID-1,2,2-BAT-1,MCPAR5-SID-4,-1,COMPLETE,18/07/2024 21:19:50,18/07/2024 22:36:16,19/07/2024 15:41:26,19/07/2024 15:41:26
LOC2-ORDID-1,3,2-BAT-1,MCPAR5-SID-4,-1,COMPLETE,19/07/2024 15:41:26,19/07/2024 18:58:07,19/07/2024 21:21:30,19/07/2024 21:21:30
LOC2-ORDID-1,4,2-BAT-1,MCPAR5-SID-4,-1,COMPLETE,19/07/2024 21:21:30,19/07/2024 23:49:36,20/07/2024 17:41:14,20/07/2024 17:41:14
LOC2-ORDID-1,5,2-BAT-1,MCPAR5-SID-4,-1,COMPLETE,20/07/2024 17:41:14,20/07/2024 22:46:10,21/07/2024 10:33:38,21/07/2024 10:33:38
LOC2-ORDID-1,6,2-BAT-1,MCPAR5-SID-4,-1,COMPLETE,21/07/2024 10:33:38,21/07/2024 17:37:46,22/07/2024 11:07:55,22/07/2024 11:07:55
LOC2-ORDID-1,7,2-BAT-1,MCPAR5-SID-4,-1,COMPLETE,22/07/2024 11:07:55,22/07/2024 23:41:56,23/07/2024 06:09:50,23/07/2024 06:09:50
LOC2-ORDID-1,8,2-BAT-1,MCPAR5-SID-4,-1,COMPLETE,23/07/2024 06:09:50,23/07/2024 12:46:36,25/07/2024 12:31:19,25/07/2024 12:31:19
LOC2-ORDID-1,9,2-BAT-1,MCPAR5-SID-4,-1,COMPLETE,25/07/2024 12:31:19,25/07/2024 23:05:52,26/07/2024 16:38:46,26/07/2024 16:38:46
LOC2-ORDID-1,10,2-BAT-1,MCPAR5-SID-4,-1,COMPLETE,26/07/2024 16:38:46,26/07/2024 19:39:53,26/07/2024 20:07:08,26/07/2024 20:07:08
LOC2-ORDID-1,11,2-BAT-1,MCPAR5-SID-4,-1,COMPLETE,26/07/2024 20:07:08,27/07/2024 03:15:39,27/07/2024 21:23:16,27/07/2024 21:23:16
LOC2-ORDID-1,12,2-BAT-1,MCPAR5-SID-4,-1,ACTIVE,27/07/2024 21:23:16,28/07/2024 10:04:03,,28/07/2024 10:04:03
LOC1-ORDID-4,1,1-BAT-4,EUPAR1-SID-1,-1,COMPLETE,19/02/2024 02:13:43,19/02/2024 11:42:31,19/02/2024 17:35:45,19/02/2024 17:35:45
LOC1-ORDID-4,2,1-BAT-4,EUPAR1-SID-1,-1,COMPLETE,19/02/2024 17:35:45,20/02/2024 02:43:35,20/02/2024 23:01:11,20/02/2024 23:01:11
LOC1-ORDID-4,3,1-BAT-4,EUPAR1-SID-1,-1,COMPLETE,20/02/2024 23:01:11,21/02/2024 09:15:26,22/02/2024 05:51:34,22/02/2024 05:51:34
LOC1-ORDID-4,4,1-BAT-4,EUPAR1-SID-1,-1,COMPLETE,22/02/2024 05:51:34,22/02/2024 07:21:13,23/02/2024 11:11:02,23/02/2024 11:11:02
LOC1-ORDID-4,5,1-BAT-4,EUPAR1-SID-1,-1,COMPLETE,23/02/2024 11:11:02,23/02/2024 12:28:34,24/02/2024 21:02:42,24/02/2024 21:02:42
LOC1-ORDID-4,6,1-BAT-4,EUPAR1-SID-1,-1,COMPLETE,24/02/2024 21:02:42,25/02/2024 02:25:36,25/02/2024 11:43:15,25/02/2024 11:43:15
LOC1-ORDID-4,7,1-BAT-4,EUPAR1-SID-1,-1,COMPLETE,25/02/2024 11:43:15,25/02/2024 14:57:09,26/02/2024 10:35:08,26/02/2024 10:35:08
LOC1-ORDID-4,8,1-BAT-4,EUPAR1-SID-1,-1,COMPLETE,26/02/2024 10:35:08,26/02/2024 22:57:56,28/02/2024 09:46:49,28/02/2024 09:46:49
LOC1-ORDID-4,9,1-BAT-4,EUPAR1-SID-1,-1,COMPLETE,28/02/2024 09:46:49,28/02/2024 15:11:28,28/02/2024 16:01:54,28/02/2024 16:01:54
LOC1-ORDID-4,10,1-BAT-4,EUPAR1-SID-1,-1,COMPLETE,28/02/2024 16:01:54,28/02/2024 18:45:35,29/02/2024 07:48:34,29/02/2024 07:48:34
LOC1-ORDID-4,11,1-BAT-4,EUPAR1-SID-1,-1,COMPLETE,29/02/2024 07:48:34,29/02/2024 16:53:04,01/03/2024 20:58:50,01/03/2024 20:58:50
LOC1-ORDID-4,12,1-BAT-4,EUPAR1-SID-1,-1,COMPLETE,01/03/2024 20:58:50,02/03/2024 01:18:43,03/03/2024 15:02:10,03/03/2024 15:02:10
LOC1-ORDID-4,13,1-BAT-4,EUPAR1-SID-1,-1,ACTIVE,03/03/2024 15:02:10,04/03/2024 01:05:28,,04/03/2024 01:05:28
LOC1-ORDID-4,14,1-BAT-4,EUPAR1-SID-1,-1,PENDING,,,,
LOC1-ORDID-5,1,1-BAT-5,ECPAR3-SID-1,-1,COMPLETE,01/09/2024 01:28:29,01/09/2024 03:13:43,02/09/2024 07:03:39,02/09/2024 07:03:39
LOC1-ORDID-5,2,1-BAT-5,ECPAR3-SID-1,-1,COMPLETE,02/09/2024 07:03:39,02/09/2024 12:57:51,02/09/2024 22:48:36,02/09/2024 22:48:36
LOC1-ORDID-5,3,1-BAT-5,ECPAR3-SID-1,-1,COMPLETE,02/09/2024 22:48:36,03/09/2024 01:29:01,03/09/2024 05:19:11,03/09/2024 05:19:11
LOC1-ORDID-5,4,1-BAT-5,ECPAR3-SID-1,-1,COMPLETE,03/09/2024 05:19:11,03/09/2024 10:33:07,04/09/2024 19:24:43,04/09/2024 19:24:43
LOC1-ORDID-5,5,1-BAT-5,ECPAR3-SID-1,-1,COMPLETE,04/09/2024 19:24:43,05/09/2024 08:24:04,05/09/2024 14:05:22,05/09/2024 14:05:22
LOC1-ORDID-5,6,1-BAT-5,ECPAR3-SID-1,-1,COMPLETE,05/09/2024 14:05:22,05/09/2024 19:59:19,06/09/2024 14:27:47,06/09/2024 14:27:47
LOC1-ORDID-5,7,1-BAT-5,ECPAR3-SID-1,-1,COMPLETE,06/09/2024 14:27:47,06/09/2024 19:46:32,06/09/2024 21:53:58,06/09/2024 21:53:58
LOC1-ORDID-5,8,1-BAT-5,ECPAR3-SID-1,-1,COMPLETE,06/09/2024 21:53:58,07/09/2024 05:12:42,07/09/2024 08:41:43,07/09/2024 08:41:43
LOC1-ORDID-5,9,1-BAT-5,ECPAR3-SID-1,-1,IN QUEUE,07/09/2024 08:41:43,,,07/09/2024 08:41:43
LOC1-ORDID-5,10,1-BAT-5,ECPAR3-SID-1,-1,PENDING,,,,
LOC2-ORDID-2,1,2-BAT-2,MCPAR1-SID-1,-1,COMPLETE,18/06/2024 01:13:26,18/06/2024 04:40:39,18/06/2024 14:49:16,18/06/2024 14:49:16
LOC2-ORDID-2,2,2-BAT-2,MCPAR1-SID-1,-1,COMPLETE,18/06/2024 14:49:16,19/06/2024 00:34:29,19/06/2024 13:04:37,19/06/2024 13:04:37
LOC2-ORDID-2,3,2-BAT-2,MCPAR1-SID-1,-1,COMPLETE,19/06/2024 13:04:37,20/06/2024 00:07:05,21/06/2024 12:53:50,21/06/2024 12:53:50
LOC2-ORDID-2,4,2-BAT-2,MCPAR1-SID-1,-1,COMPLETE,21/06/2024 12:53:50,21/06/2024 15:00:35,22/06/2024 10:44:35,22/06/2024 10:44:35
LOC2-ORDID-2,5,2-BAT-2,MCPAR1-SID-1,-1,COMPLETE,22/06/2024 10:44:35,22/06/2024 11:18:32,23/06/2024 04:27:10,23/06/2024 04:27:10
LOC2-ORDID-2,6,2-BAT-2,MCPAR1-SID-1,-1,COMPLETE,23/06/2024 04:27:10,23/06/2024 14:24:08,24/06/2024 01:55:32,24/06/2024 01:55:32
LOC2-ORDID-2,7,2-BAT-2,MCPAR1-SID-1,-1,COMPLETE,24/06/2024 01:55:32,24/06/2024 09:16:54,24/06/2024 13:27:15,24/06/2024 13:27:15
LOC2-ORDID-2,8,2-BAT-2,MCPAR1-SID-1,-1,COMPLETE,24/06/2024 13:27:15,24/06/2024 21:16:47,25/06/2024 03:30:37,25/06/2024 03:30:37
LOC2-ORDID-2,9,2-BAT-2,MCPAR1-SID-1,-1,COMPLETE,25/06/2024 03:30:37,25/06/2024 07:05:03,25/06/2024 11:06:46,25/06/2024 11:06:46
LOC2-ORDID-2,10,2-BAT-2,MCPAR1-SID-1,-1,COMPLETE,25/06/2024 11:06:46,25/06/2024 13:29:43,25/06/2024 15:28:26,25/06/2024 15:28:26
LOC2-ORDID-2,11,2-BAT-2,MCPAR1-SID-1,-1,COMPLETE,25/06/2024 15:28:26,25/06/2024 20:05:55,26/06/2024 12:34:14,26/06/2024 12:34:14
LOC2-ORDID-2,12,2-BAT-2,MCPAR1-SID-1,-1,IN QUEUE,26/06/2024 12:34:14,,,26/06/2024 12:34:14
LOC2-ORDID-2,13,2-BAT-2,MCPAR1-SID-1,-1,PENDING,,,,
LOC2-ORDID-2,14,2-BAT-2,MCPAR1-SID-1,-1,PENDING,,,,
LOC2-ORDID-2,15,2-BAT-2,MCPAR1-SID-1,-1,PENDING,,,,
LOC2-ORDID-2,1,2-BAT-2,MCPAR1-SID-2,-1,COMPLETE,18/06/2024 01:13:26,18/06/2024 02:03:51,18/06/2024 03:13:37,18/06/2024 03:13:37
LOC2-ORDID-2,2,2-BAT-2,MCPAR1-SID-2,-1,COMPLETE,18/06/2024 03:13:37,18/06/2024 10:12:55,18/06/2024 12:14:54,18/06/2024 12:14:54
LOC2-ORDID-2,3,2-BAT-2,MCPAR1-SID-2,-1,COMPLETE,18/06/2024 12:14:54,18/06/2024 18:38:47,19/06/2024 19:28:57,19/06/2024 19:28:57
LOC2-ORDID-2,4,2-BAT-2,MCPAR1-SID-2,-1,COMPLETE,19/06/2024 19:28:57,19/06/2024 19:58:53,20/06/2024 01:36:18,20/06/2024 01:36:18
LOC2-ORDID-2,5,2-BAT-2,MCPAR1-SID-2,-1,COMPLETE,20/06/2024 01:36:18,20/06/2024 01:36:42,20/06/2024 04:15:29,20/06/2024 04:15:29
LOC2-ORDID-2,6,2-BAT-2,MCPAR1-SID-2,-1,COMPLETE,20/06/2024 04:15:29,20/06/2024 12:05:33,20/06/2024 18:50:55,20/06/2024 18:50:55
LOC2-ORDID-2,7,2-BAT-2,MCPAR1-SID-2,-1,COMPLETE,20/06/2024 18:50:55,21/06/2024 03:12:20,22/06/2024 02:30:15,22/06/2024 02:30:15
LOC2-ORDID-2,8,2-BAT-2,MCPAR1-SID-2,-1,IN QUEUE,22/06/2024 02:30:15,,,22/06/2024 02:30:15
LOC2-ORDID-2,9,2-BAT-2,MCPAR1-SID-2,-1,PENDING,,,,
LOC2-ORDID-2,10,2-BAT-2,MCPAR1-SID-2,-1,PENDING,,,,
LOC2-ORDID-2,11,2-BAT-2,MCPAR1-SID-2,-1,PENDING,,,,
LOC2-ORDID-2,12,2-BAT-2,MCPAR1-SID-2,-1,PENDING,,,,
LOC2-ORDID-2,13,2-BAT-2,MCPAR1-SID-2,-1,PENDING,,,,
LOC2-ORDID-2,14,2-BAT-2,MCPAR1-SID-2,-1,PENDING,,,,
LOC2-ORDID-2,15,2-BAT-2,MCPAR1-SID-2,-1,PENDING,,,,
LOC1-ORDID-6,1,1-BAT-6,EUPAR2-SID-1,-1,COMPLETE,15/02/2024 13:06:51,15/02/2024 20:29:51,15/02/2024 22:20:57,15/02/2024 22:20:57
LOC1-ORDID-6,2,1-BAT-6,EUPAR2-SID-1,-1,COMPLETE,15/02/2024 22:20:57,16/02/2024 04:46:37,16/02/2024 08:46:35,16/02/2024 08:46:35
LOC1-ORDID-6,3,1-BAT-6,EUPAR2-SID-1,-1,COMPLETE,16/02/2024 08:46:35,16/02/2024 15:11:07,17/02/2024 06:46:46,17/02/2024 06:46:46
LOC1-ORDID-6,4,1-BAT-6,EUPAR2-SID-1,-1,COMPLETE,17/02/2024 06:46:46,17/02/2024 15:14:46,18/02/2024 02:15:03,18/02/2024 02:15:03
LOC1-ORDID-6,5,1-BAT-6,EUPAR2-SID-1,-1,COMPLETE,18/02/2024 02:15:03,18/02/2024 08:27:01,19/02/2024 10:39:56,19/02/2024 10:39:56
LOC1-ORDID-6,6,1-BAT-6,EUPAR2-SID-1,-1,ACTIVE,19/02/2024 10:39:56,19/02/2024 19:54:12,,19/02/2024 19:54:12
LOC1-ORDID-6,7,1-BAT-6,EUPAR2-SID-1,-1,PENDING,,,,
LOC1-ORDID-6,8,1-BAT-6,EUPAR2-SID-1,-1,PENDING,,,,
LOC1-ORDID-6,9,1-BAT-6,EUPAR2-SID-1,-1,PENDING,,,,
LOC1-ORDID-6,10,1-BAT-6,EUPAR2-SID-1,-1,PENDING,,,,
LOC1-ORDID-6,11,1-BAT-6,EUPAR2-SID-1,-1,PENDING,,,,
LOC1-ORDID-6,12,1-BAT-6,EUPAR2-SID-1,-1,PENDING,,,,
LOC1-ORDID-7,1,1-BAT-7,ECPAR6-SID-2,-1,COMPLETE,11/08/2024 20:13:43,12/08/2024 02:05:10,12/08/2024 03:04:35,12/08/2024 03:04:35
LOC1-ORDID-7,2,1-BAT-7,ECPAR6-SID-2,-1,COMPLETE,12/08/2024 03:04:35,12/08/2024 03:47:12,12/08/2024 08:01:29,12/08/2024 08:01:29
LOC1-ORDID-7,3,1-BAT-7,ECPAR6-SID-2,-1,COMPLETE,12/08/2024 08:01:29,12/08/2024 09:13:49,12/08/2024 17:12:42,12/08/2024 17:12:42
LOC1-ORDID-7,4,1-BAT-7,ECPAR6-SID-2,-1,COMPLETE,12/08/2024 17:12:42,12/08/2024 18:53:04,12/08/2024 21:51:06,12/08/2024 21:51:06
LOC1-ORDID-7,5,1-BAT-7,ECPAR6-SID-2,-1,COMPLETE,12/08/2024 21:51:06,13/08/2024 02:01:38,13/08/2024 02:17:11,13/08/2024 02:17:11
LOC1-ORDID-7,6,1-BAT-7,ECPAR6-SID-2,-1,COMPLETE,13/08/2024 02:17:11,13/08/2024 04:46:27,14/08/2024 19:29:29,14/08/2024 19:29:29
LOC1-ORDID-7,7,1-BAT-7,ECPAR6-SID-2,-1,IN QUEUE,14/08/2024 19:29:29,,,14/08/2024 19:29:29
LOC1-ORDID-7,8,1-BAT-7,ECPAR6-SID-2,-1,PENDING,,,,
LOC1-ORDID-7,9,1-BAT-7,ECPAR6-SID-2,-1,PENDING,,,,
LOC1-ORDID-8,1,1-BAT-8,ECPAR4-SID-1,-1,COMPLETE,04/08/2024 17:44:01,05/08/2024 04:37:32,05/08/2024 15:44:43,05/08/2024 15:44:43
LOC1-ORDID-8,2,1-BAT-8,ECPAR4-SID-1,-1,COMPLETE,05/08/2024 15:44:43,05/08/2024 21:50:24,05/08/2024 22:11:35,05/08/2024 22:11:35
LOC1-ORDID-8,3,1-BAT-8,ECPAR4-SID-1,-1,COMPLETE,05/08/2024 22:11:35,06/08/2024 04:11:15,06/08/2024 19:47:53,06/08/2024 19:47:53
LOC1-ORDID-8,4,1-BAT-8,ECPAR4-SID-1,-1,COMPLETE,06/08/2024 19:47:53,07/08/2024 03:08:06,07/08/2024 20:33:17,07/08/2024 20:33:17
LOC1-ORDID-8,5,1-BAT-8,ECPAR4-SID-1,-1,ACTIVE,07/08/2024 20:33:17,07/08/2024 22:48:24,,07/08/2024 22:48:24
LOC1-ORDID-8,6,1-BAT-8,ECPAR4-SID-1,-1,PENDING,,,,
LOC1-ORDID-8,7,1-BAT-8,ECPAR4-SID-1,-1,PENDING,,,,
LOC1-ORDID-8,8,1-BAT-8,ECPAR4-SID-1,-1,PENDING,,,,
LOC1-ORDID-8,9,1-BAT-8,ECPAR4-SID-1,-1,PENDING,,,,
LOC1-ORDID-9,1,1-BAT-9,EUPAR4-SID-1,-1,COMPLETE,26/05/2024 21:47:49,27/05/2024 10:29:49,27/05/2024 12:12:56,27/05/2024 12:12:56
LOC1-ORDID-9,2,1-BAT-9,EUPAR4-SID-1,-1,COMPLETE,27/05/2024 12:12:56,27/05/2024 22:48:45,27/05/2024 23:28:58,27/05/2024 23:28:58
LOC1-ORDID-9,3,1-BAT-9,EUPAR4-SID-1,-1,COMPLETE,27/05/2024 23:28:58,28/05/2024 06:12:55,29/05/2024 00:46:04,29/05/2024 00:46:04
LOC1-ORDID-9,4,1-BAT-9,EUPAR4-SID-1,-1,COMPLETE,29/05/2024 00:46:04,29/05/2024 00:50:31,29/05/2024 23:56:57,29/05/2024 23:56:57
LOC1-ORDID-9,5,1-BAT-9,EUPAR4-SID-1,-1,COMPLETE,29/05/2024 23:56:57,30/05/2024 08:27:11,31/05/2024 20:55:25,31/05/2024 20:55:25
LOC1-ORDID-9,6,1-BAT-9,EUPAR4-SID-1,-1,COMPLETE,31/05/2024 20:55:25,01/06/2024 05:16:41,01/06/2024 15:11:28,01/06/2024 15:11:28
LOC1-ORDID-9,7,1-BAT-9,EUPAR4-SID-1,-1,COMPLETE,01/06/2024 15:11:28,02/06/2024 02:55:16,02/06/2024 17:05:40,02/06/2024 17:05:40
LOC1-ORDID-9,8,1-BAT-9,EUPAR4-SID-1,-1,COMPLETE,02/06/2024 17:05:40,03/06/2024 05:38:03,04/06/2024 05:18:18,04/06/2024 05:18:18
LOC1-ORDID-9,9,1-BAT-9,EUPAR4-SID-1,-1,ACTIVE,04/06/2024 05:18:18,04/06/2024 12:24:10,,04/06/2024 12:24:10
LOC1-ORDID-9,10,1-BAT-9,EUPAR4-SID-1,-1,PENDING,,,,
LOC1-ORDID-10,1,1-BAT-10,ECPAR6-SID-3,-1,COMPLETE,18/07/2024 18:14:04,18/07/2024 20:46:47,19/07/2024 22:04:30,19/07/2024 22:04:30
LOC1-ORDID-10,2,1-BAT-10,ECPAR6-SID-3,-1,COMPLETE,19/07/2024 22:04:30,20/07/2024 10:38:42,20/07/2024 11:58:49,20/07/2024 11:58:49
LOC1-ORDID-10,3,1-BAT-10,ECPAR6-SID-3,-1,COMPLETE,20/07/2024 11:58:49,20/07/2024 15:02:53,20/07/2024 22:04:17,20/07/2024 22:04:17
LOC1-ORDID-10,4,1-BAT-10,ECPAR6-SID-3,-1,COMPLETE,20/07/2024 22:04:17,21/07/2024 07:48:04,21/07/2024 10:52:35,21/07/2024 10:52:35
LOC1-ORDID-10,5,1-BAT-10,ECPAR6-SID-3,-1,COMPLETE,21/07/2024 10:52:35,21/07/2024 18:46:01,21/07/2024 22:23:01,21/07/2024 22:23:01
